,종목코드,시가총액,연도,종목명,기업구분
107,5010,53858856150,2001,휴스틸,S
108,16710,53482000000,2001,대성홀딩스,S
109,1130,52052000000,2001,대한제분,S
110,7860,52033743720,2001,서연,S
111,13890,51966550900,2001,지누스,S
112,29460,51618600000,2001,케이씨,S
113,7310,51428000000,2001,오뚜기,S
114,20,51338041860,2001,동화약품,S
115,8490,51117728400,2001,서흥,S
116,19170,51116361600,2001,신풍제약,S
117,6380,49426550000,2001,카프로,S
118,6650,49200000000,2001,대한유화,S
119,1470,48702447440,2001,삼부토건,S
120,2170,48000000000,2001,삼양통상,S
121,12200,47922000000,2001,계양전기,S
122,3120,47614000000,2001,일성신약,S
123,4080,47400812800,2001,신흥,S
124,7460,46010000000,2001,에이프로젠,S
125,10770,45371428200,2001,평화홀딩스,S
126,17040,44468740500,2001,광명전기,S
127,12320,44352000000,2001,경동인베스트,S
128,13520,43680000000,2001,화승코퍼레이션,S
129,24900,43311423400,2001,덕양산업,S
130,16580,42971155050,2001,환인제약,S
131,9680,42570000000,2001,모토닉,S
132,15890,42381687500,2001,태경산업,S
133,80,41321206200,2001,하이트진로,S
134,2620,41060250000,2001,제일파마홀딩스,S
135,3850,40256000000,2001,보령,S
136,2390,40136000000,2001,한독,S
137,6660,40000000000,2001,삼성공조,S
138,4490,39900000000,2001,세방전지,S
139,2460,39800000000,2001,화성산업,S
140,8350,39048133800,2001,남선알미늄,S
141,4830,38426992000,2001,덕성,S
142,14680,38364427500,2001,한솔케미칼,S
143,12610,37944000000,2001,경인양행,S
144,230,37666677750,2001,일동홀딩스,S
145,950,36960000000,2001,전방,S
146,1630,36728476380,2001,종근당홀딩스,S
147,4910,36662000000,2001,조광페인트,S
148,7570,36314004450,2001,일양약품,S
149,7210,36168000000,2001,벽산,S
150,50,35713708800,2001,경방,S
151,7120,35712000000,2001,미래아이앤지,S
152,58650,35560000000,2001,세아홀딩스,S
153,3220,35266778000,2001,대원제약,S
154,9450,35251200000,2001,경동나비엔,S
155,14440,35043048000,2001,영보화학,S
156,16090,34978001500,2001,대현,S
157,1790,34868735000,2001,대한제당,S
158,2960,34860000000,2001,한국쉘석유,S
159,2310,33833296000,2001,아세아제지,S
160,2070,33721609950,2001,비비안,S
161,760,33600000000,2001,이화산업,S
162,4450,33553365900,2001,삼화왕관,S
163,3350,33372000000,2001,한국화장품제조,S
164,10690,33180000000,2001,화신,S
165,4970,32696000000,2001,신라교역,S
166,4430,32640000000,2001,송원산업,S
167,2780,32568120000,2001,진흥기업,S
168,5800,32430000000,2001,신영와코루,S
169,7590,31930091850,2001,동방아그로,S
170,15860,31267252940,2001,일진홀딩스,S
171,520,31185000000,2001,삼일제약,S
172,23800,30946500000,2001,인지컨트롤스,S
173,9420,30900000000,2001,한올바이오파마,S
174,2410,30653786340,2001,범양건영,S
175,5850,30536514000,2001,에스엘,S
176,4140,30132000000,2001,동방,S
177,1620,30021352800,2001,케이비아이동국실업,S
178,12800,29738316580,2001,대창,S
179,16450,29710000000,2001,한세예스24홀딩스,S
180,6740,29082000000,2001,영풍제지,S
181,5720,29055649000,2001,넥센,S
182,5880,29000000000,2001,대한해운,S
183,490,28948416200,2001,대동,S
184,24090,28860000000,2001,디씨엠,S
185,15260,28557302750,2001,에이엔피,S
186,1570,28553428230,2001,금양,S
187,18470,28048800000,2001,조일알미늄,S
188,2220,27818055000,2001,한일철강,S
189,63160,27620222490,2001,종근당바이오,S
190,11280,27543510660,2001,태림포장,S
191,5420,27307053200,2001,코스모화학,S
192,25820,26611714800,2001,이구산업,S
193,6980,26574000000,2001,우성,S
194,3520,26290802500,2001,영진약품,S
195,6570,26176000000,2001,대림통상,S
196,2920,26095192200,2001,유성기업,S
197,7610,25922285725,2001,선도전기,S
198,10780,25800000000,2001,아이에스동서,S
199,10580,25495665600,2001,에스엠벡셀,S
200,2810,25484083350,2001,삼영무역,S
201,23960,25273000000,2001,에쓰씨엔지니어링,S
202,500,24999000000,2001,가온전선,S
203,2840,24780000000,2001,미원상사,S
204,220,24564414400,2001,유유제약,S
205,11090,24510486000,2001,에넥스,S
206,430,24420000000,2001,대원강업,S
207,11690,24408448560,2001,와이투솔루션,S
208,8500,23880000000,2001,일정실업,S
209,3680,23814790080,2001,한성기업,S
210,2600,23640000000,2001,조흥,S
211,5430,23462690550,2001,한국공항,S
212,5360,23277448000,2001,모나미,S
213,7980,23155020000,2001,태평양물산,S
214,5740,23072400000,2001,크라운해태홀딩스,S
215,3830,22708800000,2001,대한화섬,S
216,11330,22676249400,2001,유니켐,S
217,14580,22448296200,2001,태경비케이,S
218,910,22379369600,2001,유니온,S
219,6340,21759778000,2001,대원전선,S
220,7540,21686720000,2001,샘표,S
221,12280,21519451600,2001,영화금속,S
222,3010,21440232000,2001,혜인,S
223,4700,21424606720,2001,조광피혁,S
224,1020,21295903800,2001,페이퍼코리아,S
225,2100,20958504000,2001,경농,S
226,590,20790000000,2001,CS홀딩스,S
227,4710,20731143290,2001,한솔테크닉스,S
228,2710,20640000000,2001,TCC스틸,S
229,16590,20288404200,2001,신대양제지,S
230,4360,19950000000,2001,세방,S
231,4720,19926000000,2001,팜젠사이언스,S
232,860,19114233600,2001,강남제비스코,S
233,5070,19003508510,2001,코스모신소재,S
234,1070,18974000000,2001,대한방직,S
235,4560,18908284410,2001,현대비앤지스틸,S
236,15020,18761028000,2001,이스타코,S
237,2210,18022031360,2001,동성제약,S
238,2720,17773408800,2001,국제약품,S
239,2760,17529600000,2001,보락,S
240,13570,17478601980,2001,디와이,S
241,6110,17106469600,2001,삼아알미늄,S
242,25890,17036805900,2001,한국주강,S
243,7160,16925000000,2001,사조산업,S
244,12170,16694466100,2001,아센디오,S
245,3080,16660000000,2001,성보화학,S
246,4270,16295472000,2001,남성,S
247,2420,15981484000,2001,세기상사,S
248,4770,15980000000,2001,써니전자,S
249,13700,15667841160,2001,까뮤이앤씨,S
250,11300,15490562100,2001,성안,S
251,8420,15377628750,2001,문배철강,S
252,14530,15280000000,2001,극동유화,S
253,9190,14732280000,2001,대양금속,S
254,890,14008224360,2001,보해양조,S
255,6490,13894071445,2001,인스코비,S
256,24890,13785822000,2001,대원화성,S
257,9160,13676000000,2001,SIMPAC,S
258,5320,13623360000,2001,국동,S
259,5820,13596000000,2001,원림,S
260,36580,13586980785,2001,팜스코,S
261,5110,13582150000,2001,한창,S
262,8250,13563437225,2001,이건산업,S
263,3780,13406880000,2001,진양산업,S
264,10660,13090000000,2001,화천기계,S
265,650,13082950000,2001,천일고속,S
266,850,12902400000,2001,화천기공,S
267,4540,12848524480,2001,깨끗한나라,S
268,1420,12840000000,2001,태원물산,S
269,9140,12566376000,2001,경인전자,S
270,9470,11871806900,2001,삼화전기,S
271,2870,11821307520,2001,신풍,S
272,4960,11775068130,2001,한신공영,S
273,11420,11746044000,2001,갤럭시아에스엠,S
274,30720,11172440240,2001,동원수산,S
275,9460,10988329140,2001,한창제지,S
276,1550,10695484800,2001,조비,S
277,21050,10658318790,2001,서원,S
278,1340,10460928920,2001,백광산업,S
279,15230,10400000000,2001,대창단조,S
280,11000,10128378000,2001,진원생명과학,S
281,10600,10119091800,2001,웰바이오텍,S
282,19180,9666000000,2001,티에이치엔,S
283,5690,9636000000,2001,파미셀,S
284,8040,9360000000,2001,사조동아원,S
285,7280,9270000000,2001,한국특강,S
286,5030,9252000000,2001,부산주공,S
287,14990,9184956520,2001,인디에프,S
288,14910,8842550000,2001,성문전자,S
289,13360,8593027300,2001,일성건설,S
290,23450,8541380950,2001,동남합성,S
291,2880,8310000000,2001,대유에이텍,S
292,7110,8118821400,2001,일신석재,S
293,3960,8101120500,2001,사조대림,S
294,2700,8094900000,2001,신일전자,S
295,6090,7950800000,2001,사조오양,S
296,3230,7858900000,2001,삼양식품,S
297,10040,7717140000,2001,한국내화,S
298,2360,7078386570,2001,SH에너지화학,S
299,1360,7029504000,2001,삼성제약,S
300,4920,6976000000,2001,씨아이테크,S
301,23150,6725845000,2001,MH에탄올,S
302,12510,6490260000,2001,더존비즈온,S
303,20120,6489080780,2001,키다리스튜디오,S
304,1140,6246008320,2001,국보,S
305,14280,6188883750,2001,금강공업,S
306,11390,6156480000,2001,부산산업,S
307,14130,5880000000,2001,한익스프레스,S
308,51630,5436000000,2001,진양화학,S
309,2140,5262400000,2001,고려산업,S
310,25620,5151180130,2001,제이준코스메틱,S
311,3280,4729200000,2001,흥아해운,S
312,17550,4545335120,2001,수산중공업,S
313,14160,4506968900,2001,대영포장,S
314,8700,4153238210,2001,아남전자,S
315,2450,4121832000,2001,삼익악기,S
316,4870,3959233680,2001,티웨이홀딩스,S
317,6280,3833474400,2001,녹십자,S
318,9310,3808257890,2001,참엔지니어링,S
319,12690,3537535240,2001,모나리자,S
320,300,3510000000,2001,대유플러스,S
321,1780,3456603430,2001,알루코,S
322,13000,2934933600,2001,세우글로벌,S
323,10820,2333374000,2001,퍼스텍,S
324,5930,47958512738000,2002,삼성전자,B
325,270,3253628004000,2002,기아,B
326,9150,3249175776000,2002,삼성전기,B
327,6400,3184329154500,2002,삼성SDI,B
328,4170,2221644750000,2002,신세계,B
329,12330,1856897207800,2002,현대모비스,B
330,36460,1711851896500,2002,한국가스공사,B
331,140,942582912800,2002,하이트진로홀딩스,B
332,10140,935003375550,2002,삼성중공업,B
333,3490,812699570400,2002,대한항공,B
334,12750,790382902400,2002,에스원,B
335,720,783193801680,2002,현대건설,B
336,11170,691362000000,2002,롯데케미칼,B
337,4020,675107930200,2002,현대제철,B
338,29530,660241899500,2002,신도리코,B
339,34020,604360000000,2002,두산에너빌리티,B
340,4370,547200000000,2002,농심,B
341,12450,487350000000,2002,한화에어로스페이스,B
342,8060,478203740000,2002,대덕,B
343,700,440826723300,2002,유수홀딩스,B
344,18880,437716000000,2002,한온시스템,B
345,47040,431719779400,2002,대우건설,B
346,30000,428413521900,2002,제일기획,B
347,69960,423403490200,2002,현대백화점,B
348,4800,393221231400,2002,효성,B
349,5810,391230000000,2002,풍산홀딩스,B
350,4000,379260000000,2002,롯데정밀화학,B
351,9830,354288008070,2002,한화솔루션,B
352,100,344694265200,2002,유한양행,B
353,10130,339660000000,2002,고려아연,B
354,240,331168793445,2002,한국앤컴퍼니,B
355,6200,322191880000,2002,한국전자홀딩스,B
356,1800,312695168000,2002,오리온홀딩스,B
357,9410,290320000000,2002,태영건설,B
358,3300,247791132000,2002,한일홀딩스,B
359,9240,232279869360,2002,한샘,B
360,4150,231209691000,2002,한솔홀딩스,B
361,4980,210595825750,2002,성신양회,B
362,17810,210252396000,2002,풀무원,B
363,70,193920180800,2002,삼양홀딩스,B
364,1440,191680000000,2002,대한전선,B
365,8770,186428574750,2002,호텔신라,B
366,150,185813337600,2002,두산,B
367,3480,185767817200,2002,한진중공업홀딩스,B
368,640,181744500000,2002,동아쏘시오홀딩스,B
369,21240,179641488000,2002,코웨이,B
370,3920,176760000000,2002,남양유업,B
371,25560,160782375000,2002,미래산업,B
372,20000,158402380750,2002,한섬,B
373,2320,157466726400,2002,한진,B
374,69620,146202362400,2002,대웅제약,B
375,33240,146124000000,2002,자화전자,B
376,28050,145200000000,2002,삼성엔지니어링,B
377,64960,142625021750,2002,SNT모티브,B
378,880,141506445150,2002,한화,B
379,4690,135032332500,2002,삼천리,B
380,3240,134164700000,2002,태광산업,B
381,8930,126760485200,2002,한미사이언스,B
382,16880,121018083750,2002,웅진,B
383,5250,118019358500,2002,녹십자홀딩스,B
384,58430,115500000000,2002,포스코스틸리온,B
385,2240,109643452800,2002,고려제강,B
386,8730,103286896200,2002,율촌화학,B
387,11930,102742380000,2002,신성이엔지,B
388,3000,101978467500,2002,부광약품,B
389,2030,100759412000,2002,아세아,B
390,5950,100466908500,2002,이수화학,B
391,2020,98150100840,2002,코오롱,B
392,47050,97981128510,2002,포스코인터내셔널,B
393,3200,96000000000,2002,일신방직,B
394,6370,94914452160,2002,대구백화점,B
395,16800,93750000000,2002,퍼시스,B
396,5180,92944590940,2002,빙그레,B
397,9200,92595000000,2002,무림페이퍼,B
398,29460,92133000000,2002,케이씨,B
399,670,89891552000,2002,영풍,B
400,6390,89596800000,2002,한일현대시멘트,B
401,36530,88500000000,2002,SNT홀딩스,B
402,1210,85594527400,2002,금호전기,B
403,9180,84668763660,2002,한솔로지스틱스,B
404,5500,83930000000,2002,삼진제약,B
405,2350,81631423600,2002,넥센타이어,B
406,9270,78294119365,2002,신원,B
407,11810,77770689480,2002,STX,B
408,3160,76802572500,2002,디아이,B
409,8350,76417988790,2002,남선알미늄,B
410,1680,75568268900,2002,대상,B
411,1020,73651279050,2002,페이퍼코리아,B
412,7310,73272000000,2002,오뚜기,B
413,1940,72840000000,2002,KISCO홀딩스,B
414,37710,71840000000,2002,광주신세계,B
415,16380,70389306800,2002,KG스틸,B
416,12200,70253000000,2002,계양전기,B
417,11760,69539588370,2002,현대코퍼레이션,B
418,15360,67800000000,2002,예스코홀딩스,B
419,10620,66576000000,2002,현대미포조선,B
420,14160,66492811560,2002,대영포장,B
421,2990,65809198440,2002,금호건설,B
422,7690,65659960800,2002,국도화학,B
423,5960,65371035000,2002,동부건설,B
424,3070,62924076600,2002,코오롱글로벌,S
425,2410,62684456700,2002,범양건영,S
426,25860,60359794245,2002,남해화학,S
427,320,57772517750,2002,노루홀딩스,S
428,9970,57646199680,2002,영원무역홀딩스,S
429,23590,57600000000,2002,다우기술,S
430,14820,57280892800,2002,동원시스템즈,S
431,16710,57057000000,2002,대성홀딩스,S
432,5740,57018000000,2002,크라운해태홀딩스,S
433,7210,56496000000,2002,벽산,S
434,990,56396975600,2002,DB하이텍,S
435,15890,54950050000,2002,태경산업,S
436,15860,54872175120,2002,일진홀딩스,S
437,7810,54329557000,2002,코리아써키트,S
438,2460,54160980000,2002,화성산업,S
439,1130,53573000000,2002,대한제분,S
440,1260,53196032880,2002,남광토건,S
441,17900,51552662460,2002,광전자,S
442,50,51168000000,2002,경방,S
443,6040,49683200000,2002,동원산업,S
444,5070,49062729700,2002,코스모신소재,S
445,8600,48425466220,2002,윌비스,S
446,6570,48000000000,2002,대림통상,S
447,9290,47965078665,2002,광동제약,S
448,16090,47570082040,2002,대현,S
449,950,47208000000,2002,전방,S
450,10770,46862508000,2002,평화홀딩스,S
451,8490,46631646000,2002,서흥,S
452,6650,45100000000,2002,대한유화,S
453,9450,44582400000,2002,경동나비엔,S
454,24720,44520000000,2002,한국콜마홀딩스,S
455,2390,43442000000,2002,한독,S
456,3220,43091240000,2002,대원제약,S
457,17960,43070000000,2002,한국카본,S
458,2450,42359676465,2002,삼익악기,S
459,34300,42000000000,2002,신세계건설,S
460,12320,41976000000,2002,경동인베스트,S
461,4960,41862951975,2002,한신공영,S
462,9680,41415000000,2002,모토닉,S
463,33530,41111581500,2002,세종공업,S
464,10780,40391442000,2002,아이에스동서,S
465,1520,39908594085,2002,동양,S
466,5800,39780000000,2002,신영와코루,S
467,16580,39770143500,2002,환인제약,S
468,13890,39723272400,2002,지누스,S
469,10820,39093789800,2002,퍼스텍,S
470,7860,38931721920,2002,서연,S
471,58650,38360000000,2002,세아홀딩스,S
472,6980,37234500000,2002,우성,S
473,5010,37222159460,2002,휴스틸,S
474,2220,37090740000,2002,한일철강,S
475,13570,36797056800,2002,디와이,S
476,2070,36400108500,2002,비비안,S
477,20,36366773940,2002,동화약품,S
478,31820,36030281440,2002,콤텍시스템,S
479,6380,36007200000,2002,카프로,S
480,2170,35400000000,2002,삼양통상,S
481,4080,35281286800,2002,신흥,S
482,430,35100000000,2002,대원강업,S
483,2310,35041628000,2002,아세아제지,S
484,19170,34686945450,2002,신풍제약,S
485,35150,34071000000,2002,백산,S
486,4830,34037536000,2002,덕성,S
487,14440,33600000000,2002,영보화학,S
488,5430,33563363000,2002,한국공항,S
489,5850,33550848000,2002,에스엘,S
490,14280,33506151600,2002,금강공업,S
491,3120,32984000000,2002,일성신약,S
492,1790,32966804000,2002,대한제당,S
493,13520,32400000000,2002,화승코퍼레이션,S
494,2620,32076000000,2002,제일파마홀딩스,S
495,4430,32000000000,2002,송원산업,S
496,2960,31980000000,2002,한국쉘석유,S
497,520,31900000000,2002,삼일제약,S
498,11090,31877274000,2002,에넥스,S
499,4700,31771717920,2002,조광피혁,S
500,1470,31265040400,2002,삼부토건,S
501,6660,31200000000,2002,삼성공조,S
502,5880,30700000000,2002,대한해운,S
503,7590,30132964800,2002,동방아그로,S
504,4450,30078462750,2002,삼화왕관,S
505,230,29951750240,2002,일동홀딩스,S
506,3850,29648000000,2002,보령,S
507,16450,29442610000,2002,한세예스24홀딩스,S
508,2920,29346373200,2002,유성기업,S
509,6280,28912416000,2002,녹십자,S
510,3350,28840000000,2002,한국화장품제조,S
511,12610,28750000000,2002,경인양행,S
512,2840,28420000000,2002,미원상사,S
513,24900,27875622880,2002,덕양산업,S
514,4710,27153056700,2002,한솔테크닉스,S
515,14680,27074324550,2002,한솔케미칼,S
516,18470,27004800000,2002,조일알미늄,S
517,23800,26858250000,2002,인지컨트롤스,S
518,12800,26649104720,2002,대창,S
519,4490,26530000000,2002,세방전지,S
520,13000,25927561000,2002,세우글로벌,S
521,7570,25384546800,2002,일양약품,S
522,10690,25200000000,2002,화신,S
523,860,24965529600,2002,강남제비스코,S
524,2600,23700000000,2002,조흥,S
525,1360,23601437090,2002,삼성제약,S
526,5720,23565872000,2002,넥센,S
527,7610,23549737540,2002,선도전기,S
528,8970,23349738370,2002,동양철관,S
529,7460,23091000000,2002,에이프로젠,S
530,12690,23040465550,2002,모나리자,S
531,1630,22979343700,2002,종근당홀딩스,S
532,24090,22920000000,2002,디씨엠,S
533,8500,22800000000,2002,일정실업,S
534,11280,22728706740,2002,태림포장,S
535,3830,22576000000,2002,대한화섬,S
536,500,22425000000,2002,가온전선,S
537,4360,22300000000,2002,세방,S
538,2810,21777307590,2002,삼영무역,S
539,2100,21746261900,2002,경농,S
540,16590,21617025360,2002,신대양제지,S
541,4560,21359358315,2002,현대비앤지스틸,S
542,4970,21190000000,2002,신라교역,S
543,2710,21120000000,2002,TCC스틸,S
544,4870,21033220900,2002,티웨이홀딩스,S
545,8700,20441651760,2002,아남전자,S
546,4910,20352000000,2002,조광페인트,S
547,25620,20203603080,2002,제이준코스메틱,S
548,6340,19898399400,2002,대원전선,S
549,25820,19812729300,2002,이구산업,S
550,14580,19743682200,2002,태경비케이,S
551,17370,19600000000,2002,우신시스템,S
552,3520,19439951380,2002,영진약품,S
553,3010,19078699200,2002,혜인,S
554,7980,18936300000,2002,태평양물산,S
555,3090,18892700100,2002,대웅,S
556,220,18873201600,2002,유유제약,S
557,4140,18786000000,2002,동방,S
558,2780,18677956000,2002,진흥기업,S
559,23960,18669000000,2002,에쓰씨엔지니어링,S
560,7160,18500000000,2002,사조산업,S
561,7540,18487040000,2002,샘표,S
562,490,18318178120,2002,대동,S
563,4270,18069867840,2002,남성,S
564,9420,18000000000,2002,한올바이오파마,S
565,14990,17941821470,2002,인디에프,S
566,63160,17407703250,2002,종근당바이오,S
567,6740,16872000000,2002,영풍제지,S
568,6110,16865047650,2002,삼아알미늄,S
569,2870,16600735680,2002,신풍,S
570,5360,16240080000,2002,모나미,S
571,7120,16114502810,2002,미래아이앤지,S
572,17040,16111862500,2002,광명전기,S
573,5110,16103492800,2002,한창,S
574,15020,15918448000,2002,이스타코,S
575,9810,15876196380,2002,플레이그램,S
576,760,15652000000,2002,이화산업,S
577,2210,15417284640,2002,동성제약,S
578,25890,15089956000,2002,한국주강,S
579,12510,14994000000,2002,더존비즈온,S
580,69460,14788487255,2002,대호에이엘,S
581,2760,14590400000,2002,보락,S
582,10660,14564000000,2002,화천기계,S
583,3080,14490000000,2002,성보화학,S
584,2720,14475510000,2002,국제약품,S
585,80,14293499000,2002,하이트진로,S
586,2420,14259880800,2002,세기상사,S
587,9190,14186640000,2002,대양금속,S
588,9310,14043436500,2002,참엔지니어링,S
589,36580,14008936710,2002,팜스코,S
590,12280,13813161500,2002,영화금속,S
591,8420,13511809795,2002,문배철강,S
592,27740,13377000000,2002,마니커,S
593,3680,13343373640,2002,한성기업,S
594,8250,13231542350,2002,이건산업,S
595,68290,12950000000,2002,삼성출판사,S
596,11690,12855882680,2002,와이투솔루션,S
597,6490,12595560095,2002,인스코비,S
598,590,12450000000,2002,CS홀딩스,S
599,1620,12350889880,2002,케이비아이동국실업,S
600,650,12300000000,2002,천일고속,S
601,19180,12240000000,2002,티에이치엔,S
602,5420,12190648750,2002,코스모화학,S
603,9460,11819549610,2002,한창제지,S
604,14530,11800000000,2002,극동유화,S
605,5820,11770000000,2002,원림,S
606,3780,11703990000,2002,진양산업,S
607,9140,11592481860,2002,경인전자,S
608,11330,11338124700,2002,유니켐,S
609,9470,11309632200,2002,삼화전기,S
610,1570,11292196750,2002,금양,S
611,910,11182882560,2002,유니온,S
612,300,11005224950,2002,대유플러스,S
613,1070,10971000000,2002,대한방직,S
614,11300,10919567190,2002,성안,S
615,1340,10897628040,2002,백광산업,S
616,10580,10821801540,2002,에스엠벡셀,S
617,8040,10755000000,2002,사조동아원,S
618,2360,10569683850,2002,SH에너지화학,S
619,4720,10278900000,2002,팜젠사이언스,S
620,5320,9763408000,2002,국동,S
621,850,9710400000,2002,화천기공,S
622,23450,9532369900,2002,동남합성,S
623,4540,9492313600,2002,깨끗한나라,S
624,21050,9413449535,2002,서원,S
625,2880,9282869890,2002,대유에이텍,S
626,13700,9211065120,2002,까뮤이앤씨,S
627,14910,9102625000,2002,성문전자,S
628,7280,8980000000,2002,한국특강,S
629,9160,8866000000,2002,SIMPAC,S
630,30720,8860900880,2002,동원수산,S
631,890,8633999920,2002,보해양조,S
632,10600,8545846960,2002,웰바이오텍,S
633,4770,8240000000,2002,써니전자,S
634,7110,7801703250,2002,일신석재,S
635,1550,7479360000,2002,조비,S
636,10040,7357560000,2002,한국내화,S
637,11420,7155636000,2002,갤럭시아에스엠,S
638,1420,7140000000,2002,태원물산,S
639,24890,6918440300,2002,대원화성,S
640,11000,6676384000,2002,진원생명과학,S
641,12170,6474195390,2002,아센디오,S
642,15230,6360000000,2002,대창단조,S
643,2140,6177600000,2002,고려산업,S
644,23150,5994200000,2002,MH에탄올,S
645,2700,5965300000,2002,신일전자,S
646,5030,5940000000,2002,부산주공,S
647,4920,5840000000,2002,씨아이테크,S
648,11390,5808000000,2002,부산산업,S
649,3230,5760790000,2002,삼양식품,S
650,15260,5749792500,2002,에이엔피,S
651,6090,5519800000,2002,사조오양,S
652,20120,5418399270,2002,키다리스튜디오,S
653,3280,5292000000,2002,흥아해운,S
654,51630,5280000000,2002,진양화학,S
655,17550,4692895170,2002,수산중공업,S
656,14130,4260000000,2002,한익스프레스,S
657,1140,4129762080,2002,국보,S
658,3960,3919935600,2002,사조대림,S
659,5690,3181200000,2002,파미셀,S
660,13360,2353760500,2002,일성건설,S
661,5930,68034797259000,2003,삼성전자,B
662,6400,6531361258500,2003,삼성SDI,B
663,12330,5436832966700,2003,현대모비스,B
664,4170,4309545000000,2003,신세계,B
665,270,3921061959500,2003,기아,B
666,9150,2946666307200,2003,삼성전기,B
667,35250,2840000000000,2003,강원랜드,B
668,11170,1959390000000,2003,롯데케미칼,B
669,36460,1912791622500,2003,한국가스공사,B
